rows/crime,rows/difference,rows/end_period1,rows/end_period2,rows/period1_count,rows/period2_count,rows/population,rows/sector,rows/start_period1,rows/start_period2
ROBO A BORDO DE METRO S.V.,0,2022-12,2023-12,0,0,38354,FUENTE,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,-3,2022-12,2023-12,11,8,19129,GRANJAS,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,-8,2022-12,2023-12,16,8,21186,HORMIGA,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,0,2022-12,2023-12,0,0,33196,HUIPULCO-HOSPITALES,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,-2,2022-12,2023-12,6,4,16877,IZTACCIHUATL,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,0,2022-12,2023-12,0,0,30260,LA NORIA,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,-2,2022-12,2023-12,2,0,14968,LA RAZA,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,-24,2022-12,2023-12,65,41,16393,LINDAVISTA,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,-10,2022-12,2023-12,21,11,12330,MERCED-BALBUENA,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,0,2022-12,2023-12,0,0,24021,MILPA ALTA,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,-18,2022-12,2023-12,40,22,5681,MIXCALCO-HERALDO,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,0,2022-12,2023-12,0,0,33579,MIXQUIC,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,2,2022-12,2023-12,14,16,12102,MOCTEZUMA,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,-2,2022-12,2023-12,5,3,12649,MORELOS,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,10,2022-12,2023-12,9,19,7856,NAPOLES,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,2,2022-12,2023-12,20,22,9808,NARVARTE-ALAMOS,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,6,2022-12,2023-12,7,13,6406,NATIVITAS,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,233,2022-12,2023-12,210,443,,NO ESPECIFICADO,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,6,2022-12,2023-12,13,19,24085,OASIS,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,0,2022-12,2023-12,0,0,47637,PADIERNA,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,-8,2022-12,2023-12,67,59,13284,PANTITLAN,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,-2,2022-12,2023-12,5,3,45966,PLATEROS,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,4,2022-12,2023-12,11,15,5611,POLANCO-CASTILLO,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,-3,2022-12,2023-12,10,7,12243,PORTALES,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,0,2022-12,2023-12,0,0,36217,PRADERA,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,0,2022-12,2023-12,0,0,43116,QUETZAL,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,-2,2022-12,2023-12,9,7,30408,QUIROGA,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,-45,2022-12,2023-12,139,94,4141,REVOLUCION-ALAMEDA,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,-7,2022-12,2023-12,29,22,7814,ROMA,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,0,2022-12,2023-12,5,5,7894,SAN ANGEL,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,0,2022-12,2023-12,0,0,23185,SAN JERONIMO,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,0,2022-12,2023-12,0,0,37989,SANTA CRUZ,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,0,2022-12,2023-12,0,0,40065,SANTA FE,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,0,2022-12,2023-12,0,0,31666,SOTELO,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,-8,2022-12,2023-12,50,42,18220,TACUBA,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,-1,2022-12,2023-12,37,36,13102,TACUBAYA,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,-4,2022-12,2023-12,16,12,14638,TAXQUEÑA,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,0,2022-12,2023-12,0,0,13235,TECOMITL,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,-2,2022-12,2023-12,3,1,25702,TEOTONGO,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,0,2022-12,2023-12,0,0,43511,TEPEPAN,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,-8,2022-12,2023-12,16,8,9609,TEPEYAC,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,-5,2022-12,2023-12,20,15,36811,TEZONCO,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,-1,2022-12,2023-12,3,2,17800,TICOMAN,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,-8,2022-12,2023-12,16,8,18974,TLACOTAL,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,-4,2022-12,2023-12,6,2,16096,TLATELOLCO,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,-13,2022-12,2023-12,24,11,27528,UNIVERSIDAD,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,0,2022-12,2023-12,0,0,24813,XOTEPINGO,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,0,2022-12,2023-12,0,0,31280,ZAPOTITLA,2022-01,2023-01
ROBO A BORDO DE METRO S.V.,-8,2022-12,2023-12,9,1,8502,ZARAGOZA,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-2,2022-12,2023-12,18,16,22143,ABASTO-REFORMA,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,1,2022-12,2023-12,4,5,31805,ALPES,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,0,2022-12,2023-12,0,0,4441,ANGEL-ZONA ROSA,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-1,2022-12,2023-12,5,4,30506,ARAGON,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-2,2022-12,2023-12,5,3,22309,ARENAL,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,5,2022-12,2023-12,3,8,12999,ASTURIAS,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,3,2022-12,2023-12,0,3,9110,BUENAVISTA,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-1,2022-12,2023-12,1,0,13501,CHAPULTEPEC,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-3,2022-12,2023-12,5,2,13900,CHURUBUSCO,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-3,2022-12,2023-12,8,5,23963,CLAVERIA,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,2,2022-12,2023-12,3,5,9495,COAPA,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-1,2022-12,2023-12,1,0,12135,CONGRESO,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,4,2022-12,2023-12,1,5,15715,CONSULADO,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,1,2022-12,2023-12,0,1,10129,CORREDOR-CENTRO,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-4,2022-12,2023-12,6,2,14705,COYOACAN,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,0,2022-12,2023-12,0,0,24009,CUAJIMALPA,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-3,2022-12,2023-12,5,2,30453,CUAUTEPEC,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,1,2022-12,2023-12,1,2,20511,CUCHILLA,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,0,2022-12,2023-12,1,1,11851,CUITLAHUAC,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,4,2022-12,2023-12,3,7,18589,CULHUACAN,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-2,2022-12,2023-12,2,0,7971,DEL VALLE,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,1,2022-12,2023-12,0,1,24310,DINAMO,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,0,2022-12,2023-12,0,0,20452,EL YAQUI,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,9,2022-12,2023-12,9,18,32788,ESTRELLA,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-3,2022-12,2023-12,3,0,38354,FUENTE,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-6,2022-12,2023-12,7,1,19129,GRANJAS,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-2,2022-12,2023-12,6,4,21186,HORMIGA,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,0,2022-12,2023-12,6,6,33196,HUIPULCO-HOSPITALES,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,0,2022-12,2023-12,6,6,16877,IZTACCIHUATL,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-7,2022-12,2023-12,8,1,30260,LA NORIA,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-1,2022-12,2023-12,1,0,14968,LA RAZA,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-3,2022-12,2023-12,8,5,16393,LINDAVISTA,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-2,2022-12,2023-12,5,3,12330,MERCED-BALBUENA,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-3,2022-12,2023-12,3,0,24021,MILPA ALTA,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,2,2022-12,2023-12,0,2,5681,MIXCALCO-HERALDO,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-10,2022-12,2023-12,21,11,33579,MIXQUIC,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,0,2022-12,2023-12,5,5,12102,MOCTEZUMA,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,0,2022-12,2023-12,0,0,12649,MORELOS,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-8,2022-12,2023-12,8,0,7856,NAPOLES,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-1,2022-12,2023-12,1,0,9808,NARVARTE-ALAMOS,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-1,2022-12,2023-12,2,1,6406,NATIVITAS,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-19,2022-12,2023-12,30,11,,NO ESPECIFICADO,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-43,2022-12,2023-12,67,24,24085,OASIS,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-2,2022-12,2023-12,3,1,47637,PADIERNA,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-14,2022-12,2023-12,29,15,13284,PANTITLAN,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-6,2022-12,2023-12,10,4,45966,PLATEROS,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,0,2022-12,2023-12,1,1,5611,POLANCO-CASTILLO,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,2,2022-12,2023-12,1,3,12243,PORTALES,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-1,2022-12,2023-12,3,2,36217,PRADERA,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-15,2022-12,2023-12,35,20,43116,QUETZAL,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-4,2022-12,2023-12,14,10,30408,QUIROGA,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-1,2022-12,2023-12,1,0,4141,REVOLUCION-ALAMEDA,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,0,2022-12,2023-12,0,0,7814,ROMA,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-6,2022-12,2023-12,6,0,7894,SAN ANGEL,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,1,2022-12,2023-12,6,7,23185,SAN JERONIMO,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-19,2022-12,2023-12,31,12,37989,SANTA CRUZ,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-2,2022-12,2023-12,11,9,40065,SANTA FE,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-2,2022-12,2023-12,2,0,31666,SOTELO,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-4,2022-12,2023-12,11,7,18220,TACUBA,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-1,2022-12,2023-12,2,1,13102,TACUBAYA,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-5,2022-12,2023-12,12,7,14638,TAXQUEÑA,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-1,2022-12,2023-12,2,1,13235,TECOMITL,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-23,2022-12,2023-12,37,14,25702,TEOTONGO,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-19,2022-12,2023-12,22,3,43511,TEPEPAN,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-4,2022-12,2023-12,5,1,9609,TEPEYAC,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-16,2022-12,2023-12,44,28,36811,TEZONCO,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-3,2022-12,2023-12,5,2,17800,TICOMAN,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-7,2022-12,2023-12,12,5,18974,TLACOTAL,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-3,2022-12,2023-12,4,1,16096,TLATELOLCO,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,1,2022-12,2023-12,1,2,27528,UNIVERSIDAD,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-3,2022-12,2023-12,3,0,24813,XOTEPINGO,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-21,2022-12,2023-12,38,17,31280,ZAPOTITLA,2022-01,2023-01
ROBO A BORDO DE MICROBUS C.V.,-3,2022-12,2023-12,4,1,8502,ZARAGOZA,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-8,2022-12,2023-12,14,6,22143,ABASTO-REFORMA,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-6,2022-12,2023-12,7,1,31805,ALPES,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-1,2022-12,2023-12,2,1,4441,ANGEL-ZONA ROSA,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,0,2022-12,2023-12,1,1,30506,ARAGON,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-5,2022-12,2023-12,7,2,22309,ARENAL,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-3,2022-12,2023-12,4,1,12999,ASTURIAS,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,0,2022-12,2023-12,1,1,9110,BUENAVISTA,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-1,2022-12,2023-12,3,2,13501,CHAPULTEPEC,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-2,2022-12,2023-12,2,0,13900,CHURUBUSCO,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,1,2022-12,2023-12,2,3,23963,CLAVERIA,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-9,2022-12,2023-12,18,9,9495,COAPA,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-2,2022-12,2023-12,3,1,12135,CONGRESO,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-1,2022-12,2023-12,1,0,15715,CONSULADO,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-1,2022-12,2023-12,2,1,10129,CORREDOR-CENTRO,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-6,2022-12,2023-12,11,5,14705,COYOACAN,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-2,2022-12,2023-12,2,0,24009,CUAJIMALPA,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-1,2022-12,2023-12,3,2,30453,CUAUTEPEC,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,0,2022-12,2023-12,0,0,20511,CUCHILLA,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-3,2022-12,2023-12,3,0,11851,CUITLAHUAC,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-7,2022-12,2023-12,10,3,18589,CULHUACAN,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-5,2022-12,2023-12,6,1,7971,DEL VALLE,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-3,2022-12,2023-12,4,1,24310,DINAMO,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,0,2022-12,2023-12,1,1,20452,EL YAQUI,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,3,2022-12,2023-12,7,10,32788,ESTRELLA,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-2,2022-12,2023-12,10,8,38354,FUENTE,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-1,2022-12,2023-12,3,2,19129,GRANJAS,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-1,2022-12,2023-12,1,0,21186,HORMIGA,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-10,2022-12,2023-12,14,4,33196,HUIPULCO-HOSPITALES,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-1,2022-12,2023-12,1,0,16877,IZTACCIHUATL,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,2,2022-12,2023-12,3,5,30260,LA NORIA,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,0,2022-12,2023-12,1,1,14968,LA RAZA,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-7,2022-12,2023-12,7,0,16393,LINDAVISTA,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,2,2022-12,2023-12,0,2,12330,MERCED-BALBUENA,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,0,2022-12,2023-12,0,0,24021,MILPA ALTA,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,1,2022-12,2023-12,1,2,5681,MIXCALCO-HERALDO,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-7,2022-12,2023-12,10,3,33579,MIXQUIC,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,2,2022-12,2023-12,1,3,12102,MOCTEZUMA,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-1,2022-12,2023-12,1,0,12649,MORELOS,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-3,2022-12,2023-12,5,2,7856,NAPOLES,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-2,2022-12,2023-12,2,0,9808,NARVARTE-ALAMOS,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-5,2022-12,2023-12,9,4,6406,NATIVITAS,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,17,2022-12,2023-12,72,89,,NO ESPECIFICADO,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-5,2022-12,2023-12,11,6,24085,OASIS,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-5,2022-12,2023-12,6,1,47637,PADIERNA,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-9,2022-12,2023-12,13,4,13284,PANTITLAN,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-9,2022-12,2023-12,10,1,45966,PLATEROS,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,1,2022-12,2023-12,0,1,5611,POLANCO-CASTILLO,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-7,2022-12,2023-12,7,0,12243,PORTALES,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,0,2022-12,2023-12,1,1,36217,PRADERA,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-5,2022-12,2023-12,7,2,43116,QUETZAL,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-1,2022-12,2023-12,4,3,30408,QUIROGA,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-2,2022-12,2023-12,2,0,4141,REVOLUCION-ALAMEDA,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-2,2022-12,2023-12,2,0,7814,ROMA,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-6,2022-12,2023-12,9,3,7894,SAN ANGEL,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-2,2022-12,2023-12,3,1,23185,SAN JERONIMO,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,4,2022-12,2023-12,3,7,37989,SANTA CRUZ,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-3,2022-12,2023-12,5,2,40065,SANTA FE,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,1,2022-12,2023-12,0,1,31666,SOTELO,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,0,2022-12,2023-12,5,5,18220,TACUBA,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-3,2022-12,2023-12,4,1,13102,TACUBAYA,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-7,2022-12,2023-12,10,3,14638,TAXQUEÑA,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-2,2022-12,2023-12,2,0,13235,TECOMITL,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,0,2022-12,2023-12,6,6,25702,TEOTONGO,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-9,2022-12,2023-12,10,1,43511,TEPEPAN,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-1,2022-12,2023-12,1,0,9609,TEPEYAC,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-12,2022-12,2023-12,27,15,36811,TEZONCO,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-1,2022-12,2023-12,1,0,17800,TICOMAN,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-1,2022-12,2023-12,2,1,18974,TLACOTAL,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-5,2022-12,2023-12,5,0,16096,TLATELOLCO,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-14,2022-12,2023-12,20,6,27528,UNIVERSIDAD,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-5,2022-12,2023-12,11,6,24813,XOTEPINGO,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,-3,2022-12,2023-12,17,14,31280,ZAPOTITLA,2022-01,2023-01
ROBO A BORDO DE MICROBUS S.V.,0,2022-12,2023-12,2,2,8502,ZARAGOZA,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,1,2022-12,2023-12,4,5,22143,ABASTO-REFORMA,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-3,2022-12,2023-12,8,5,31805,ALPES,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-7,2022-12,2023-12,14,7,4441,ANGEL-ZONA ROSA,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-1,2022-12,2023-12,2,1,30506,ARAGON,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,1,2022-12,2023-12,0,1,22309,ARENAL,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,0,2022-12,2023-12,5,5,12999,ASTURIAS,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-1,2022-12,2023-12,3,2,9110,BUENAVISTA,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,1,2022-12,2023-12,0,1,13501,CHAPULTEPEC,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,2,2022-12,2023-12,0,2,13900,CHURUBUSCO,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,0,2022-12,2023-12,1,1,23963,CLAVERIA,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-2,2022-12,2023-12,3,1,9495,COAPA,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-1,2022-12,2023-12,2,1,12135,CONGRESO,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-1,2022-12,2023-12,1,0,15715,CONSULADO,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,1,2022-12,2023-12,1,2,10129,CORREDOR-CENTRO,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-2,2022-12,2023-12,2,0,14705,COYOACAN,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,0,2022-12,2023-12,0,0,24009,CUAJIMALPA,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,0,2022-12,2023-12,0,0,30453,CUAUTEPEC,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,0,2022-12,2023-12,1,1,20511,CUCHILLA,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,1,2022-12,2023-12,0,1,11851,CUITLAHUAC,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,1,2022-12,2023-12,2,3,18589,CULHUACAN,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,1,2022-12,2023-12,1,2,7971,DEL VALLE,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-5,2022-12,2023-12,6,1,24310,DINAMO,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-2,2022-12,2023-12,2,0,20452,EL YAQUI,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-1,2022-12,2023-12,2,1,32788,ESTRELLA,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,0,2022-12,2023-12,1,1,38354,FUENTE,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,3,2022-12,2023-12,3,6,19129,GRANJAS,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-3,2022-12,2023-12,4,1,21186,HORMIGA,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-3,2022-12,2023-12,4,1,33196,HUIPULCO-HOSPITALES,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,3,2022-12,2023-12,1,4,16877,IZTACCIHUATL,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,2,2022-12,2023-12,0,2,30260,LA NORIA,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,1,2022-12,2023-12,0,1,14968,LA RAZA,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-1,2022-12,2023-12,2,1,16393,LINDAVISTA,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-1,2022-12,2023-12,4,3,12330,MERCED-BALBUENA,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,0,2022-12,2023-12,0,0,24021,MILPA ALTA,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-1,2022-12,2023-12,2,1,5681,MIXCALCO-HERALDO,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-1,2022-12,2023-12,2,1,33579,MIXQUIC,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,-3,2022-12,2023-12,9,6,12102,MOCTEZUMA,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,1,2022-12,2023-12,0,1,12649,MORELOS,2022-01,2023-01
ROBO A BORDO DE TAXI C.V.,1,2022-12,2023-12,2,3,7856,NAPOLES,2022-01,2023-01
