rows/crime,rows/difference,rows/end_period1,rows/end_period2,rows/period1_count,rows/period2_count,rows/population,rows/sector,rows/start_period1,rows/start_period2
ROBO A NEGOCIO C.V.,-12,2022-12,2023-12,33,21,9609,TEPEYAC,2022-01,2023-01
ROBO A NEGOCIO C.V.,-10,2022-12,2023-12,53,43,36811,TEZONCO,2022-01,2023-01
ROBO A NEGOCIO C.V.,-13,2022-12,2023-12,36,23,17800,TICOMAN,2022-01,2023-01
ROBO A NEGOCIO C.V.,-1,2022-12,2023-12,32,31,18974,TLACOTAL,2022-01,2023-01
ROBO A NEGOCIO C.V.,5,2022-12,2023-12,6,11,16096,TLATELOLCO,2022-01,2023-01
ROBO A NEGOCIO C.V.,17,2022-12,2023-12,15,32,27528,UNIVERSIDAD,2022-01,2023-01
ROBO A NEGOCIO C.V.,37,2022-12,2023-12,26,63,24813,XOTEPINGO,2022-01,2023-01
ROBO A NEGOCIO C.V.,14,2022-12,2023-12,25,39,31280,ZAPOTITLA,2022-01,2023-01
ROBO A NEGOCIO C.V.,-8,2022-12,2023-12,13,5,8502,ZARAGOZA,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-25,2022-12,2023-12,41,16,22143,ABASTO-REFORMA,2022-01,2023-01
ROBO A REPARTIDOR C.V.,0,2022-12,2023-12,9,9,31805,ALPES,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-1,2022-12,2023-12,2,1,4441,ANGEL-ZONA ROSA,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-2,2022-12,2023-12,14,12,30506,ARAGON,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-2,2022-12,2023-12,6,4,22309,ARENAL,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-5,2022-12,2023-12,10,5,12999,ASTURIAS,2022-01,2023-01
ROBO A REPARTIDOR C.V.,2,2022-12,2023-12,3,5,9110,BUENAVISTA,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-1,2022-12,2023-12,1,0,13501,CHAPULTEPEC,2022-01,2023-01
ROBO A REPARTIDOR C.V.,5,2022-12,2023-12,6,11,13900,CHURUBUSCO,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-3,2022-12,2023-12,18,15,23963,CLAVERIA,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-2,2022-12,2023-12,2,0,9495,COAPA,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-2,2022-12,2023-12,9,7,12135,CONGRESO,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-7,2022-12,2023-12,18,11,15715,CONSULADO,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-1,2022-12,2023-12,2,1,10129,CORREDOR-CENTRO,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-1,2022-12,2023-12,2,1,14705,COYOACAN,2022-01,2023-01
ROBO A REPARTIDOR C.V.,1,2022-12,2023-12,1,2,24009,CUAJIMALPA,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-9,2022-12,2023-12,24,15,30453,CUAUTEPEC,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-6,2022-12,2023-12,9,3,20511,CUCHILLA,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-6,2022-12,2023-12,9,3,11851,CUITLAHUAC,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-4,2022-12,2023-12,9,5,18589,CULHUACAN,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-1,2022-12,2023-12,1,0,7971,DEL VALLE,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-1,2022-12,2023-12,8,7,24310,DINAMO,2022-01,2023-01
ROBO A REPARTIDOR C.V.,0,2022-12,2023-12,0,0,20452,EL YAQUI,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-10,2022-12,2023-12,28,18,32788,ESTRELLA,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-6,2022-12,2023-12,12,6,38354,FUENTE,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-9,2022-12,2023-12,16,7,19129,GRANJAS,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-9,2022-12,2023-12,22,13,21186,HORMIGA,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-15,2022-12,2023-12,21,6,33196,HUIPULCO-HOSPITALES,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-11,2022-12,2023-12,27,16,16877,IZTACCIHUATL,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-6,2022-12,2023-12,9,3,30260,LA NORIA,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-1,2022-12,2023-12,7,6,14968,LA RAZA,2022-01,2023-01
ROBO A REPARTIDOR C.V.,2,2022-12,2023-12,9,11,16393,LINDAVISTA,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-2,2022-12,2023-12,7,5,12330,MERCED-BALBUENA,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-1,2022-12,2023-12,1,0,24021,MILPA ALTA,2022-01,2023-01
ROBO A REPARTIDOR C.V.,7,2022-12,2023-12,3,10,5681,MIXCALCO-HERALDO,2022-01,2023-01
ROBO A REPARTIDOR C.V.,6,2022-12,2023-12,8,14,33579,MIXQUIC,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-14,2022-12,2023-12,27,13,12102,MOCTEZUMA,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-3,2022-12,2023-12,3,0,12649,MORELOS,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-1,2022-12,2023-12,4,3,7856,NAPOLES,2022-01,2023-01
ROBO A REPARTIDOR C.V.,2,2022-12,2023-12,2,4,9808,NARVARTE-ALAMOS,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-5,2022-12,2023-12,8,3,6406,NATIVITAS,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-13,2022-12,2023-12,47,34,,NO ESPECIFICADO,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-14,2022-12,2023-12,78,64,24085,OASIS,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-6,2022-12,2023-12,11,5,47637,PADIERNA,2022-01,2023-01
ROBO A REPARTIDOR C.V.,3,2022-12,2023-12,18,21,13284,PANTITLAN,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-14,2022-12,2023-12,43,29,45966,PLATEROS,2022-01,2023-01
ROBO A REPARTIDOR C.V.,0,2022-12,2023-12,0,0,5611,POLANCO-CASTILLO,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-3,2022-12,2023-12,4,1,12243,PORTALES,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-16,2022-12,2023-12,30,14,36217,PRADERA,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-47,2022-12,2023-12,68,21,43116,QUETZAL,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-7,2022-12,2023-12,20,13,30408,QUIROGA,2022-01,2023-01
ROBO A REPARTIDOR C.V.,0,2022-12,2023-12,1,1,4141,REVOLUCION-ALAMEDA,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-1,2022-12,2023-12,2,1,7814,ROMA,2022-01,2023-01
ROBO A REPARTIDOR C.V.,0,2022-12,2023-12,4,4,7894,SAN ANGEL,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-5,2022-12,2023-12,9,4,23185,SAN JERONIMO,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-28,2022-12,2023-12,48,20,37989,SANTA CRUZ,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-25,2022-12,2023-12,49,24,40065,SANTA FE,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-7,2022-12,2023-12,11,4,31666,SOTELO,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-14,2022-12,2023-12,22,8,18220,TACUBA,2022-01,2023-01
ROBO A REPARTIDOR C.V.,0,2022-12,2023-12,9,9,13102,TACUBAYA,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-1,2022-12,2023-12,3,2,14638,TAXQUEÑA,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-1,2022-12,2023-12,3,2,13235,TECOMITL,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-14,2022-12,2023-12,30,16,25702,TEOTONGO,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-32,2022-12,2023-12,39,7,43511,TEPEPAN,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-5,2022-12,2023-12,9,4,9609,TEPEYAC,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-29,2022-12,2023-12,54,25,36811,TEZONCO,2022-01,2023-01
ROBO A REPARTIDOR C.V.,1,2022-12,2023-12,16,17,17800,TICOMAN,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-9,2022-12,2023-12,24,15,18974,TLACOTAL,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-3,2022-12,2023-12,5,2,16096,TLATELOLCO,2022-01,2023-01
ROBO A REPARTIDOR C.V.,3,2022-12,2023-12,2,5,27528,UNIVERSIDAD,2022-01,2023-01
ROBO A REPARTIDOR C.V.,4,2022-12,2023-12,11,15,24813,XOTEPINGO,2022-01,2023-01
ROBO A REPARTIDOR C.V.,-16,2022-12,2023-12,23,7,31280,ZAPOTITLA,2022-01,2023-01
ROBO A REPARTIDOR C.V.,3,2022-12,2023-12,1,4,8502,ZARAGOZA,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-12,2022-12,2023-12,22,10,22143,ABASTO-REFORMA,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-4,2022-12,2023-12,7,3,31805,ALPES,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-3,2022-12,2023-12,3,0,4441,ANGEL-ZONA ROSA,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-3,2022-12,2023-12,3,0,30506,ARAGON,2022-01,2023-01
ROBO A REPARTIDOR S.V.,2,2022-12,2023-12,1,3,22309,ARENAL,2022-01,2023-01
ROBO A REPARTIDOR S.V.,0,2022-12,2023-12,4,4,12999,ASTURIAS,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-3,2022-12,2023-12,3,0,9110,BUENAVISTA,2022-01,2023-01
ROBO A REPARTIDOR S.V.,1,2022-12,2023-12,0,1,13501,CHAPULTEPEC,2022-01,2023-01
ROBO A REPARTIDOR S.V.,0,2022-12,2023-12,0,0,13900,CHURUBUSCO,2022-01,2023-01
ROBO A REPARTIDOR S.V.,4,2022-12,2023-12,0,4,23963,CLAVERIA,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-6,2022-12,2023-12,6,0,9495,COAPA,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-2,2022-12,2023-12,4,2,12135,CONGRESO,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-1,2022-12,2023-12,3,2,15715,CONSULADO,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-4,2022-12,2023-12,7,3,10129,CORREDOR-CENTRO,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-5,2022-12,2023-12,5,0,14705,COYOACAN,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-1,2022-12,2023-12,1,0,24009,CUAJIMALPA,2022-01,2023-01
ROBO A REPARTIDOR S.V.,1,2022-12,2023-12,2,3,30453,CUAUTEPEC,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-1,2022-12,2023-12,5,4,20511,CUCHILLA,2022-01,2023-01
ROBO A REPARTIDOR S.V.,0,2022-12,2023-12,1,1,11851,CUITLAHUAC,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-2,2022-12,2023-12,2,0,18589,CULHUACAN,2022-01,2023-01
ROBO A REPARTIDOR S.V.,8,2022-12,2023-12,1,9,7971,DEL VALLE,2022-01,2023-01
ROBO A REPARTIDOR S.V.,1,2022-12,2023-12,5,6,24310,DINAMO,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-1,2022-12,2023-12,1,0,20452,EL YAQUI,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-2,2022-12,2023-12,4,2,32788,ESTRELLA,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-1,2022-12,2023-12,2,1,38354,FUENTE,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-2,2022-12,2023-12,8,6,19129,GRANJAS,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-1,2022-12,2023-12,1,0,21186,HORMIGA,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-1,2022-12,2023-12,2,1,33196,HUIPULCO-HOSPITALES,2022-01,2023-01
ROBO A REPARTIDOR S.V.,1,2022-12,2023-12,1,2,16877,IZTACCIHUATL,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-1,2022-12,2023-12,1,0,30260,LA NORIA,2022-01,2023-01
ROBO A REPARTIDOR S.V.,3,2022-12,2023-12,1,4,14968,LA RAZA,2022-01,2023-01
ROBO A REPARTIDOR S.V.,1,2022-12,2023-12,2,3,16393,LINDAVISTA,2022-01,2023-01
ROBO A REPARTIDOR S.V.,2,2022-12,2023-12,0,2,12330,MERCED-BALBUENA,2022-01,2023-01
ROBO A REPARTIDOR S.V.,0,2022-12,2023-12,0,0,24021,MILPA ALTA,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-4,2022-12,2023-12,9,5,5681,MIXCALCO-HERALDO,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-1,2022-12,2023-12,2,1,33579,MIXQUIC,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-4,2022-12,2023-12,8,4,12102,MOCTEZUMA,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-1,2022-12,2023-12,1,0,12649,MORELOS,2022-01,2023-01
ROBO A REPARTIDOR S.V.,4,2022-12,2023-12,1,5,7856,NAPOLES,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-1,2022-12,2023-12,6,5,9808,NARVARTE-ALAMOS,2022-01,2023-01
ROBO A REPARTIDOR S.V.,1,2022-12,2023-12,1,2,6406,NATIVITAS,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-9,2022-12,2023-12,16,7,,NO ESPECIFICADO,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-10,2022-12,2023-12,15,5,24085,OASIS,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-1,2022-12,2023-12,3,2,47637,PADIERNA,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-6,2022-12,2023-12,17,11,13284,PANTITLAN,2022-01,2023-01
ROBO A REPARTIDOR S.V.,0,2022-12,2023-12,4,4,45966,PLATEROS,2022-01,2023-01
ROBO A REPARTIDOR S.V.,0,2022-12,2023-12,1,1,5611,POLANCO-CASTILLO,2022-01,2023-01
ROBO A REPARTIDOR S.V.,4,2022-12,2023-12,5,9,12243,PORTALES,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-2,2022-12,2023-12,4,2,36217,PRADERA,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-3,2022-12,2023-12,8,5,43116,QUETZAL,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-2,2022-12,2023-12,4,2,30408,QUIROGA,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-1,2022-12,2023-12,4,3,4141,REVOLUCION-ALAMEDA,2022-01,2023-01
ROBO A REPARTIDOR S.V.,0,2022-12,2023-12,1,1,7814,ROMA,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-1,2022-12,2023-12,3,2,7894,SAN ANGEL,2022-01,2023-01
ROBO A REPARTIDOR S.V.,3,2022-12,2023-12,3,6,23185,SAN JERONIMO,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-3,2022-12,2023-12,10,7,37989,SANTA CRUZ,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-7,2022-12,2023-12,8,1,40065,SANTA FE,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-4,2022-12,2023-12,4,0,31666,SOTELO,2022-01,2023-01
ROBO A REPARTIDOR S.V.,5,2022-12,2023-12,5,10,18220,TACUBA,2022-01,2023-01
ROBO A REPARTIDOR S.V.,0,2022-12,2023-12,3,3,13102,TACUBAYA,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-1,2022-12,2023-12,5,4,14638,TAXQUEÑA,2022-01,2023-01
ROBO A REPARTIDOR S.V.,0,2022-12,2023-12,0,0,13235,TECOMITL,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-3,2022-12,2023-12,5,2,25702,TEOTONGO,2022-01,2023-01
ROBO A REPARTIDOR S.V.,2,2022-12,2023-12,3,5,43511,TEPEPAN,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-2,2022-12,2023-12,3,1,9609,TEPEYAC,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-7,2022-12,2023-12,10,3,36811,TEZONCO,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-1,2022-12,2023-12,4,3,17800,TICOMAN,2022-01,2023-01
ROBO A REPARTIDOR S.V.,3,2022-12,2023-12,0,3,18974,TLACOTAL,2022-01,2023-01
ROBO A REPARTIDOR S.V.,1,2022-12,2023-12,2,3,16096,TLATELOLCO,2022-01,2023-01
ROBO A REPARTIDOR S.V.,-1,2022-12,2023-12,1,0,27528,UNIVERSIDAD,2022-01,2023-01
ROBO A REPARTIDOR S.V.,5,2022-12,2023-12,2,7,24813,XOTEPINGO,2022-01,2023-01
ROBO A REPARTIDOR S.V.,0,2022-12,2023-12,2,2,31280,ZAPOTITLA,2022-01,2023-01
ROBO A REPARTIDOR S.V.,0,2022-12,2023-12,0,0,8502,ZARAGOZA,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-53,2022-12,2023-12,201,148,22143,ABASTO-REFORMA,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,3,2022-12,2023-12,93,96,31805,ALPES,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-5,2022-12,2023-12,53,48,4441,ANGEL-ZONA ROSA,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-6,2022-12,2023-12,110,104,30506,ARAGON,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-12,2022-12,2023-12,72,60,22309,ARENAL,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-44,2022-12,2023-12,174,130,12999,ASTURIAS,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,0,2022-12,2023-12,102,102,9110,BUENAVISTA,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,1,2022-12,2023-12,10,11,13501,CHAPULTEPEC,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-7,2022-12,2023-12,52,45,13900,CHURUBUSCO,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-35,2022-12,2023-12,170,135,23963,CLAVERIA,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-14,2022-12,2023-12,68,54,9495,COAPA,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-41,2022-12,2023-12,140,99,12135,CONGRESO,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-24,2022-12,2023-12,91,67,15715,CONSULADO,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-5,2022-12,2023-12,74,69,10129,CORREDOR-CENTRO,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-33,2022-12,2023-12,92,59,14705,COYOACAN,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,0,2022-12,2023-12,30,30,24009,CUAJIMALPA,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-28,2022-12,2023-12,95,67,30453,CUAUTEPEC,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-12,2022-12,2023-12,80,68,20511,CUCHILLA,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-9,2022-12,2023-12,51,42,11851,CUITLAHUAC,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-19,2022-12,2023-12,118,99,18589,CULHUACAN,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-22,2022-12,2023-12,65,43,7971,DEL VALLE,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,9,2022-12,2023-12,56,65,24310,DINAMO,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,13,2022-12,2023-12,16,29,20452,EL YAQUI,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-41,2022-12,2023-12,107,66,32788,ESTRELLA,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-35,2022-12,2023-12,110,75,38354,FUENTE,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-14,2022-12,2023-12,66,52,19129,GRANJAS,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-6,2022-12,2023-12,110,104,21186,HORMIGA,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-34,2022-12,2023-12,137,103,33196,HUIPULCO-HOSPITALES,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-44,2022-12,2023-12,131,87,16877,IZTACCIHUATL,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-35,2022-12,2023-12,85,50,30260,LA NORIA,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,0,2022-12,2023-12,56,56,14968,LA RAZA,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-37,2022-12,2023-12,159,122,16393,LINDAVISTA,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-42,2022-12,2023-12,130,88,12330,MERCED-BALBUENA,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,0,2022-12,2023-12,21,21,24021,MILPA ALTA,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-18,2022-12,2023-12,100,82,5681,MIXCALCO-HERALDO,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-39,2022-12,2023-12,122,83,33579,MIXQUIC,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-37,2022-12,2023-12,140,103,12102,MOCTEZUMA,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,2,2022-12,2023-12,35,37,12649,MORELOS,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-42,2022-12,2023-12,103,61,7856,NAPOLES,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-50,2022-12,2023-12,155,105,9808,NARVARTE-ALAMOS,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-27,2022-12,2023-12,81,54,6406,NATIVITAS,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-14,2022-12,2023-12,184,170,,NO ESPECIFICADO,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-48,2022-12,2023-12,282,234,24085,OASIS,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-38,2022-12,2023-12,91,53,47637,PADIERNA,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-35,2022-12,2023-12,121,86,13284,PANTITLAN,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-43,2022-12,2023-12,381,338,45966,PLATEROS,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-8,2022-12,2023-12,63,55,5611,POLANCO-CASTILLO,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-54,2022-12,2023-12,117,63,12243,PORTALES,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-47,2022-12,2023-12,133,86,36217,PRADERA,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-21,2022-12,2023-12,199,178,43116,QUETZAL,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-31,2022-12,2023-12,139,108,30408,QUIROGA,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-46,2022-12,2023-12,136,90,4141,REVOLUCION-ALAMEDA,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-12,2022-12,2023-12,97,85,7814,ROMA,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-20,2022-12,2023-12,77,57,7894,SAN ANGEL,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,1,2022-12,2023-12,58,59,23185,SAN JERONIMO,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-29,2022-12,2023-12,181,152,37989,SANTA CRUZ,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-36,2022-12,2023-12,244,208,40065,SANTA FE,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,11,2022-12,2023-12,63,74,31666,SOTELO,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-55,2022-12,2023-12,324,269,18220,TACUBA,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-37,2022-12,2023-12,146,109,13102,TACUBAYA,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-42,2022-12,2023-12,110,68,14638,TAXQUEÑA,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-11,2022-12,2023-12,24,13,13235,TECOMITL,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-49,2022-12,2023-12,180,131,25702,TEOTONGO,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-49,2022-12,2023-12,176,127,43511,TEPEPAN,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-16,2022-12,2023-12,96,80,9609,TEPEYAC,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-79,2022-12,2023-12,228,149,36811,TEZONCO,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-21,2022-12,2023-12,83,62,17800,TICOMAN,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-43,2022-12,2023-12,179,136,18974,TLACOTAL,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,2,2022-12,2023-12,88,90,16096,TLATELOLCO,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-30,2022-12,2023-12,105,75,27528,UNIVERSIDAD,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-31,2022-12,2023-12,117,86,24813,XOTEPINGO,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,7,2022-12,2023-12,89,96,31280,ZAPOTITLA,2022-01,2023-01
ROBO A TRANSEUNTE C.V.,-22,2022-12,2023-12,44,22,8502,ZARAGOZA,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-2,2022-12,2023-12,27,25,22143,ABASTO-REFORMA,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,6,2022-12,2023-12,11,17,31805,ALPES,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,7,2022-12,2023-12,66,73,4441,ANGEL-ZONA ROSA,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-6,2022-12,2023-12,16,10,30506,ARAGON,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,3,2022-12,2023-12,18,21,22309,ARENAL,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,5,2022-12,2023-12,36,41,12999,ASTURIAS,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-1,2022-12,2023-12,51,50,9110,BUENAVISTA,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-6,2022-12,2023-12,10,4,13501,CHAPULTEPEC,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-8,2022-12,2023-12,17,9,13900,CHURUBUSCO,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,6,2022-12,2023-12,20,26,23963,CLAVERIA,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,6,2022-12,2023-12,12,18,9495,COAPA,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,22,2022-12,2023-12,94,116,12135,CONGRESO,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-3,2022-12,2023-12,11,8,15715,CONSULADO,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,5,2022-12,2023-12,93,98,10129,CORREDOR-CENTRO,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,5,2022-12,2023-12,41,46,14705,COYOACAN,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,3,2022-12,2023-12,3,6,24009,CUAJIMALPA,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-1,2022-12,2023-12,12,11,30453,CUAUTEPEC,2022-01,2023-01
